model_name,Accuracy_test_source,Gen_Gap_pipeline_1,Gen_Gap_pipeline_2,Gen_Gap_pipeline_3,Gen_Gap_pipeline_4,Gen_Gap_pipeline_5,Gen_Gap_pipeline_6,Gen_Gap_pipeline_7,Gen_Gap_pipeline_8,Gen_Gap_pipeline_9,Gen_Gap_pipeline_10,Gen_Gap_pipeline_11,Gen_Gap_pipeline_12,Gen_Gap_pipeline_13,Gen_Gap_pipeline_14,Gen_Gap_pipeline_15,Gen_Gap_pipeline_16,Gen_Gap_pipeline_17,Gen_Gap_pipeline_18,Gen_Gap_pipeline_19,Gen_Gap_pipeline_20
model_1,85.48842668533325,6.126487255096436,10.756635665893556,8.046305179595947,8.413326740264893,4.827785491943359,10.050821304321287,8.385097980499268,8.80858302116394,6.1547160148620605,9.599101543426514,8.46979022026062,9.542632102966309,4.291361570358276,9.373235702514648,8.46979022026062,9.853190183639526,6.916999816894531,9.006214141845703,8.695656061172485,10.502541065216064
model_2,77.41389274597168,3.303217887878418,7.453417778015137,7.227557897567749,6.888765096664429,1.693958044052124,6.013554334640503,6.324112415313721,6.013554334640503,1.0728418827056885,6.126487255096436,7.1710944175720215,6.0417890548706055,2.569174766540528,5.9853196144104,5.73122501373291,4.404294490814209,1.693958044052124,5.223041772842407,5.0254106521606445,4.206663370132446
model_3,87.35178112983704,8.89328122138977,10.417842864990234,10.784870386123655,10.30491590499878,6.945228576660156,10.47431230545044,10.502541065216064,9.514403343200684,6.578207015991211,9.62733030319214,11.434221267700195,10.191982984542848,7.509881258010864,9.937888383865356,11.349523067474363,10.671937465667725,8.385097980499268,10.22021770477295,9.937888383865356,11.236590147018433
model_4,80.20892143249512,1.919817924499512,4.856014251708984,2.8514981269836426,3.783172369003296,1.3833999633789062,3.2749831676483154,3.754943609237671,4.376059770584106,0.959908962249756,2.73856520652771,3.1902849674224854,4.009032249450684,1.5527963638305664,2.7667999267578125,3.613775968551636,5.081874132156372,2.9361963272094727,2.31507420539856,4.4607579708099365,4.545456171035767
model_5,87.210613489151,15.330320596694946,21.061545610427856,21.118009090423584,20.44042944908142,14.906829595565796,20.8921492099762,19.33935284614563,18.944096565246586,15.612643957138062,18.633538484573364,19.649910926818848,17.814791202545166,15.556180477142334,19.198191165924072,18.802934885025024,17.19367504119873,16.205531358718872,19.22642588615417,17.080742120742798,16.798418760299683
model_6,80.35008311271667,2.1174490451812744,4.799544811248779,4.291361570358276,3.698474168777466,1.4680981636047363,3.049123287200928,2.82326340675354,3.698474168777466,0.959908962249756,3.020888566970825,3.754937648773194,2.5974035263061523,2.6821017265319824,2.48447060585022,2.9926598072052,2.7103304862976074,3.0773580074310303,2.1456778049468994,3.049123287200928,4.545450210571289
model_7,85.54489016532898,12.874084711074827,18.12535524368286,16.403162479400635,16.374927759170532,12.365895509719849,17.84302592277527,16.516095399856567,15.30209183692932,11.9706392288208,17.080748081207275,16.262000799179077,14.991527795791626,14.596271514892578,17.36307144165039,16.318464279174805,14.229249954223633,13.692831993103027,16.629022359848022,15.13269543647766,15.245622396469116
model_8,74.28006529808044,1.693958044052124,2.82326340675354,1.7504215240478516,2.31507420539856,0.4517197608947754,1.609259843826294,1.2987017631530762,2.3997724056243896,1.044607162475586,1.863354444503784,2.117443084716797,0.7622778415679932,2.343308925628662,1.637488603591919,2.5409340858459477,1.6657233238220217,2.73856520652771,1.6657233238220217,1.4398634433746338,2.004516124725342
model_9,77.30095982551575,3.5290777683258057,6.437039375305176,5.90062141418457,5.702990293502808,2.428007125854492,5.844157934188843,5.0536394119262695,5.30773401260376,0.1976311206817627,5.166572332382202,5.64652681350708,4.009032249450684,0.8187472820281982,4.658383131027222,4.940712451934815,4.4889867305755615,1.6374945640563965,4.601919651031494,3.303217887878418,4.4042885303497314
model_10,80.83003759384155,9.740257263183594,15.330320596694946,14.906829595565796,13.043475151062012,8.441555500030518,13.043475151062012,12.78938055038452,12.394124269485474,7.96160101890564,12.196499109268188,13.043475151062012,11.236590147018433,9.514397382736206,12.478822469711304,12.28119730949402,10.643702745437622,8.55448842048645,11.88594102859497,10.135513544082642,10.70016622543335
model_11,58.92151594161987,0.0282347202301025,1.2704730033874512,-0.6211161613464355,-0.5364179611206055,0.2823293209075928,-0.7622778415679932,-0.2258598804473877,-1.3269305229187012,0.056469440460205,-0.7340431213378906,0.2258658409118652,-1.8915832042694087,-0.9316742420196532,0.2823293209075928,0.6775856018066406,0.2540946006774902,0.4234910011291504,0.3387928009033203,-0.9316742420196532,0.1693964004516601
model_12,86.84359192848206,10.869568586349487,15.10446071624756,15.69734811782837,15.160924196243286,10.191982984542848,15.556186437606812,14.878600835800173,14.737439155578612,10.417842864990234,15.386790037155151,15.556186437606812,13.466966152191162,11.9706392288208,15.047997236251833,14.426881074905396,13.749295473098757,12.14003562927246,13.862228393554688,12.874084711074827,13.21287751197815
model_13,87.210613489151,8.55448842048645,11.490678787231444,12.365895509719849,11.321288347244264,8.21569561958313,10.897797346115112,12.083566188812256,10.982495546340942,7.933366298675537,11.434215307235718,12.478822469711304,12.563520669937134,9.853190183639526,11.88594102859497,12.224727869033812,11.88594102859497,10.53076982498169,11.829471588134766,11.63184642791748,12.309426069259644
model_14,70.18633484840393,1.609259843826294,2.5127053260803223,2.3997724056243896,1.4398634433746338,1.2987017631530762,2.230376005172729,1.7504215240478516,2.9361963272094727,1.5810251235961914,2.258610725402832,3.6420106887817374,2.1456778049468994,2.48447060585022,1.2422382831573486,3.444379568099976,3.133821487426758,2.31507420539856,3.6420106887817374,1.214003562927246,3.3314526081085205
model_15,82.97572135925293,3.105592727661133,6.945228576660156,6.747603416442871,6.295877695083618,2.089214324951172,6.126481294631958,6.267648935317993,6.352347135543823,2.7667999267578125,6.324112415313721,6.6346704959869385,5.138343572616577,3.190290927886963,6.888765096664429,5.957084894180298,5.251270532608032,4.404294490814209,7.876908779144287,5.957084894180298,5.844157934188843
model_16,80.29361963272095,3.839641809463501,6.6346704959869385,4.517221450805664,5.22303581237793,2.56916880607605,5.787688493728638,5.251270532608032,5.110108852386475,1.3833999633789062,5.251270532608032,4.827779531478882,4.940712451934815,1.693958044052124,4.573684930801392,5.759459733963013,5.47713041305542,2.90796160697937,4.4889867305755615,4.940712451934815,5.5900633335113525
model_17,74.95765089988708,1.2422382831573486,3.0773580074310303,3.472614288330078,2.0327508449554443,0.1411616802215576,1.2987017631530762,1.8915891647338867,2.90796160697937,0.0564634799957275,1.9762873649597168,2.3997724056243896,1.6374945640563965,0.7058143615722656,1.129305362701416,1.496326923370361,0.9316742420196532,1.6657233238220217,0.5081892013549805,0.6211161613464355,2.3715436458587646
model_18,85.14963388442993,8.074533939361572,11.744779348373411,12.535291910171509,11.80124282836914,8.865046501159668,12.563526630401611,12.28119730949402,11.71654462814331,9.260308742523192,11.236590147018433,12.027102708816528,11.9706392288208,9.712028503417969,11.914175748825071,11.180126667022703,11.1236572265625,11.9706392288208,11.405986547470093,11.180126667022703,10.728400945663452
model_19,82.35459923744202,2.56916880607605,6.126481294631958,6.408804655075073,5.279499292373657,2.851492166519165,5.081874132156372,5.47713041305542,5.674755573272705,1.806885004043579,5.081874132156372,5.6182920932769775,4.037266969680786,2.851492166519165,4.96894121170044,4.856008291244507,5.364197492599487,4.206657409667969,3.867870569229126,4.997175931930542,4.884243011474609
model_20,81.5076231956482,3.1620562076568604,5.928856134414673,4.940712451934815,5.364203453063965,3.613775968551636,5.110108852386475,5.39243221282959,5.335968732833862,2.2868454456329346,5.1383376121521,4.799550771713257,5.420666933059692,3.3314526081085205,4.376059770584106,6.267642974853516,5.56182861328125,3.783172369003296,4.573684930801392,4.912477731704712,6.182950735092163
model_21,68.54884028434753,2.173912525177002,0.959908962249756,1.044607162475586,0.959908962249756,0.8187413215637207,-0.1129329204559326,1.5810251235961914,0.8752107620239258,0.1976251602172851,-0.1129329204559326,0.7340490818023682,0.2258598804473877,0.592881441116333,0.7058143615722656,0.7622778415679932,-0.1976311206817627,0.6775796413421631,0.7622778415679932,-0.3105640411376953,0.7058143615722656
model_22,75.12704730033875,0.8752107620239258,3.2467544078826904,4.065501689910889,3.049123287200928,1.3551652431488037,2.3715436458587646,2.8514981269836426,3.698474168777466,0.2823293209075928,1.3833999633789062,2.5127053260803223,2.258610725402832,1.3833999633789062,0.8752107620239258,2.3715436458587646,2.004516124725342,2.343308925628662,2.258610725402832,0.5928874015808105,1.3833999633789062
model_23,80.29361963272095,2.65386700630188,4.065501689910889,4.404294490814209,4.4889867305755615,1.6374945640563965,2.7667999267578125,4.121965169906616,4.121965169906616,1.2704670429229736,3.303217887878418,4.234898090362549,3.105592727661133,2.6821017265319824,3.218519687652588,3.783172369003296,3.049123287200928,2.8514981269836426,2.7667999267578125,3.613775968551636,3.896105289459229
model_24,73.96950721740723,2.5409340858459477,5.787688493728638,6.126481294631958,6.6346704959869385,1.637488603591919,4.150193929672241,5.364197492599487,5.1383376121521,0.9316742420196532,3.557312488555908,5.110102891921997,3.726708889007568,2.5127053260803223,3.613775968551636,4.545450210571289,4.037266969680786,2.9926598072052,2.936190366744995,2.5974035263061523,3.218519687652588
model_25,75.77639818191528,2.060985565185547,6.1547160148620605,3.5290777683258057,4.884248971939087,1.8351197242736816,5.166572332382202,5.420666933059692,4.601919651031494,-0.08469820022583,4.827779531478882,3.3314526081085205,3.105592727661133,1.4398634433746338,3.387916088104248,4.234898090362549,3.6420106887817374,0.6211161613464355,3.698474168777466,3.5290777683258057,2.795034646987915
model_26,84.58498120307922,6.352347135543823,10.671937465667725,10.671937465667725,9.514397382736206,5.251270532608032,9.768491983413696,9.542632102966309,9.14737582206726,4.432523250579834,9.23207402229309,9.570866823196411,9.31677222251892,6.1547160148620605,9.260308742523192,9.034442901611328,9.14737582206726,5.47713041305542,9.373235702514648,8.55448842048645,9.937888383865356
model_27,77.78091430664062,2.90796160697937,6.775832176208496,7.87690281867981,6.7193686962127686,2.82326340675354,6.804066896438599,6.832295656204224,6.352341175079346,2.9361963272094727,5.251270532608032,6.804066896438599,4.347825050354004,3.444379568099976,5.39243221282959,5.702990293502808,4.065501689910889,5.279505252838135,5.73122501373291,4.940712451934815,4.347825050354004
model_28,75.66346526145935,1.9762814044952397,6.662899255752564,6.295877695083618,7.227551937103271,1.2704670429229736,4.263126850128174,5.5053651332855225,6.013548374176025,0.959908962249756,3.980797529220581,4.940712451934815,3.500843048095703,1.7504215240478516,3.754937648773194,4.460752010345459,2.65386700630188,2.089214324951172,2.5974035263061523,1.2704670429229736,2.65386700630188
model_29,73.71541261672974,1.214003562927246,4.912477731704712,4.799544811248779,4.743081331253052,2.428007125854492,3.726702928543091,3.952568769454956,5.025404691696167,1.4680922031402588,2.456235885620117,3.585541248321533,3.218519687652588,1.3269305229187012,1.4398634433746338,3.6702394485473633,2.9644250869750977,2.371537685394287,2.428007125854492,2.089214324951172,2.0609796047210693
model_30,76.56691074371338,2.3715436458587646,7.566344738006592,8.413326740264893,7.566344738006592,2.48447060585022,7.538115978240967,6.916993856430054,7.763975858688354,3.1055867671966557,6.324112415313721,6.973463296890259,5.194807052612305,3.444379568099976,5.81592321395874,6.098246574401856,4.517221450805664,4.4889867305755615,4.856014251708984,4.037266969680786,4.940712451934815
model_31,71.51327133178711,1.5527963638305664,3.557312488555908,4.4607579708099365,3.952568769454956,0.564652681350708,1.8915891647338867,2.9361963272094727,4.940712451934815,-0.3387868404388428,2.2868454456329346,3.867870569229126,1.8068909645080569,-0.4234850406646728,1.4680981636047363,2.540940046310425,1.129305362701416,0.8469820022583008,0.9881436824798584,0.4517257213592529,1.665729284286499
model_32,82.69339203834534,4.037266969680786,7.255786657333374,7.114624977111816,6.832295656204224,2.456235885620117,6.239414215087891,7.114624977111816,6.1547160148620605,2.879726886749268,5.194801092147827,6.267642974853516,5.533593893051148,4.206663370132446,5.872386693954468,6.662899255752564,6.239414215087891,4.4889867305755615,5.194801092147827,6.098246574401856,6.606435775756836
model_33,81.39469027519226,3.1055867671966557,8.38509202003479,6.804060935974121,6.578201055526733,3.811401128768921,6.860530376434326,6.154710054397583,6.860530376434326,2.117443084716797,6.860530376434326,5.30773401260376,5.279499292373657,2.7103304862976074,6.1829447746276855,5.64652681350708,6.041783094406128,2.936190366744995,5.81592321395874,5.73122501373291,5.47713041305542
model_34,84.33088660240173,3.359681367874145,5.957084894180298,6.916993856430054,5.957084894180298,2.230376005172729,4.319596290588379,5.90062141418457,6.1547160148620605,2.9644250869750977,5.533599853515625,6.295877695083618,5.5053651332855225,4.714852571487427,4.799550771713257,5.47713041305542,5.90062141418457,5.448901653289795,4.884248971939087,5.39243221282959,6.691133975982666
model_35,67.3913061618805,1.9480526447296145,2.230381965637207,1.2987017631530762,2.428007125854492,0.9316802024841307,2.710336446762085,1.8915891647338867,3.557312488555908,1.9480526447296145,2.258610725402832,3.5855472087860107,3.1620562076568604,1.524561643600464,2.3715436458587646,2.3715436458587646,2.173912525177002,4.234898090362549,2.625638246536255,1.3833999633789062,4.150199890136719
model_36,82.55223035812378,5.30773401260376,9.175604581832886,8.159232139587402,8.102768659591675,4.121965169906616,8.04629921913147,7.848674058914185,7.707512378692627,3.6420106887817374,8.187466859817505,7.763975858688354,6.916993856430054,4.376059770584106,8.018070459365845,7.538115978240967,7.538115978240967,5.22303581237793,7.199323177337647,7.227557897567749,6.521737575531006
model_37,67.41953492164612,1.5527904033660889,1.129305362701416,0.8469760417938232,0.3105580806732178,1.4680922031402588,-0.0282347202301025,0.8752107620239258,0.6493508815765381,0.1976251602172851,0.0564634799957275,0.9316742420196532,0.3387868404388428,0.9881377220153807,-0.4517257213592529,0.1976251602172851,1.157534122467041,0.8469760417938232,0.2540946006774902,0.564652681350708,1.637488603591919
model_38,84.78260636329651,4.150193929672241,7.905137538909912,5.702990293502808,7.142853736877441,4.573684930801392,5.787688493728638,7.114624977111816,6.945228576660156,4.601919651031494,7.086390256881714,7.538110017776489,7.086390256881714,4.121965169906616,6.691133975982666,7.820439338684082,8.21569561958313,6.549972295761108,5.533593893051148,7.735741138458252,8.72388482093811
model_39,75.49406886100769,1.0163724422454834,3.867870569229126,1.863354444503784,2.456235885620117,0.7340490818023682,3.1055867671966557,2.7103304862976074,2.9926598072052,-0.08469820022583,1.496326923370361,1.9762814044952397,3.020888566970825,1.6657233238220217,2.004516124725342,2.117443084716797,3.980797529220581,2.31507420539856,1.4398634433746338,2.7103304862976074,3.867870569229126
model_40,79.84189987182617,2.145683765411377,2.90796160697937,3.133827447891236,3.3879220485687256,0.5928874015808105,2.0892202854156494,2.060985565185547,2.795034646987915,1.214003562927246,2.569174766540528,3.3879220485687256,2.428007125854492,1.750427484512329,1.778656244277954,2.6821017265319824,2.540940046310425,2.540940046310425,1.693958044052124,2.1174490451812744,3.2467544078826904
model_41,79.33371067047119,2.060985565185547,5.364203453063965,5.618298053741455,4.658383131027222,1.3269364833831787,4.121965169906616,4.150199890136719,4.234898090362549,1.8351197242736816,3.5008490085601807,4.630154371261597,3.698474168777466,2.004516124725342,3.5855472087860107,4.968947172164917,5.053645372390747,2.82326340675354,4.319596290588379,3.9808034896850586,4.517221450805664
model_42,85.23433208465576,5.335968732833862,10.191982984542848,7.058161497116089,6.945228576660156,4.291361570358276,9.119141101837158,7.199323177337647,6.606435775756836,4.630154371261597,8.780354261398315,7.199323177337647,7.340484857559204,3.896105289459229,8.21569561958313,6.408810615539551,8.018070459365845,5.928856134414673,7.171088457107544,7.340484857559204,7.763975858688354
model_43,82.80632495880127,6.916999816894531,10.897797346115112,9.401470422744753,9.937888383865356,6.041783094406128,8.695650100708008,9.7967267036438,8.498024940490723,5.39243221282959,9.175610542297363,9.260302782058716,9.090912342071531,6.7193686962127686,9.14737582206726,9.034442901611328,8.865046501159668,6.973463296890259,8.752119541168213,8.921515941619873,9.14737582206726
model_44,82.100510597229,4.601919651031494,7.651048898696899,7.1710944175720215,6.380575895309448,3.952568769454956,7.848674058914185,6.1547160148620605,6.324112415313721,3.754943609237671,6.973463296890259,7.114624977111816,5.0254106521606445,3.6420106887817374,6.973463296890259,6.465274095535278,6.691139936447144,3.726708889007568,6.267648935317993,5.110108852386475,6.239414215087891
model_45,74.78825449943542,1.3551652431488037,4.658383131027222,4.884243011474609,4.4889867305755615,1.9762814044952397,3.839635848999024,4.517221450805664,6.804066896438599,2.6256322860717773,5.39243221282959,6.6346704959869385,6.549972295761108,3.6420106887817374,3.754937648773194,4.658383131027222,5.872386693954468,4.517221450805664,5.22303581237793,4.686617851257324,6.211179494857788
model_46,86.27893924713135,7.114624977111816,10.38961410522461,10.559004545211792,10.671937465667725,6.493508815765381,8.328628540039062,10.361379384994509,9.7967267036438,6.691133975982666,9.48616862297058,10.841333866119385,9.8249614238739,7.622814178466797,9.48616862297058,10.559004545211792,10.813099145889282,7.255786657333374,9.853190183639526,9.881424903869627,10.643702745437622
model_47,75.38114190101624,1.8351197242736816,6.070017814636231,5.0254106521606445,5.56182861328125,3.529083728790283,3.698474168777466,4.686617851257324,6.267648935317993,2.7667999267578125,5.872392654418945,5.053645372390747,6.182950735092163,3.670245409011841,4.488992691040039,4.997175931930542,6.041783094406128,5.618298053741455,4.658389091491699,4.488992691040039,5.64652681350708
model_48,83.76623392105103,4.291361570358276,7.255786657333374,5.420666933059692,6.945228576660156,4.009032249450684,6.465274095535278,6.126481294631958,6.860530376434326,3.557312488555908,6.578207015991211,6.437039375305176,6.1829447746276855,3.5008490085601807,5.928856134414673,6.521737575531006,7.114624977111816,4.940712451934815,4.940712451934815,5.928856134414673,7.594579458236694
model_49,73.43308925628662,1.4116346836090088,4.234898090362549,2.625638246536255,3.190290927886963,1.919817924499512,2.73856520652771,4.997175931930542,4.291361570358276,2.8514981269836426,3.952568769454956,4.234898090362549,4.150199890136719,2.879726886749268,2.9361963272094727,3.924340009689331,4.037266969680786,4.404294490814209,4.291361570358276,3.9808034896850586,5.053645372390747
model_50,86.73065900802612,8.018064498901367,11.660075187683104,11.688309907913208,11.518913507461548,7.058155536651611,10.107284784317017,11.20835542678833,10.502541065216064,6.1547160148620605,10.671937465667725,12.083566188812256,10.982495546340942,8.018064498901367,10.304909944534302,11.46245002746582,11.03895902633667,8.865046501159668,11.010724306106567,10.474306344985962,11.490678787231444
model_51,80.66064119338989,7.114619016647339,12.61998414993286,11.829471588134766,10.728400945663452,5.928850173950195,11.321282386779783,10.982495546340942,10.079050064086914,6.408804655075073,10.502541065216064,11.20835542678833,9.740257263183594,7.820439338684082,10.135513544082642,10.841327905654907,9.62732434272766,7.255786657333374,9.96611714363098,9.260302782058716,9.655559062957764
model_52,73.68718385696411,2.73856520652771,4.234898090362549,3.839641809463501,5.47713041305542,2.73856520652771,3.670245409011841,5.0254106521606445,5.47713041305542,4.037266969680786,4.347825050354004,5.251270532608032,4.206663370132446,3.4161508083343506,4.799550771713257,4.658389091491699,4.601919651031494,4.206663370132446,4.686617851257324,4.545456171035767,4.997175931930542
model_53,86.6459608078003,6.493502855300903,9.006208181381226,9.655559062957764,9.655559062957764,5.64652681350708,8.21569561958313,9.090906381607056,9.147369861602783,5.251270532608032,8.55448842048645,9.712022542953491,9.034442901611328,7.594579458236694,8.695650100708008,10.163748264312744,8.72388482093811,7.425183057785034,8.752113580703735,8.074533939361572,9.683793783187866
model_54,80.97120523452759,3.359687328338623,7.594579458236694,5.533599853515625,6.437045335769653,3.3314526081085205,7.255792617797852,5.73122501373291,6.832301616668701,2.7385711669921875,7.001698017120361,5.872392654418945,4.940712451934815,2.9361963272094727,6.098252534866333,6.662905216217041,6.408810615539551,2.4844765663146973,6.070017814636231,4.968947172164917,5.138343572616577
model_55,79.75720167160034,3.952568769454956,8.441561460494995,7.340490818023682,7.255792617797852,2.9926598072052,7.396954298019409,7.792210578918457,7.199323177337647,2.9926598072052,7.368719577789307,7.651048898696899,6.013554334640503,3.670245409011841,7.114624977111816,7.142859697341919,6.211179494857788,3.754943609237671,6.295877695083618,6.1547160148620605,6.295877695083618
model_56,72.21908569335938,1.6657233238220217,4.827779531478882,4.545456171035767,3.5290777683258057,1.2987017631530762,2.9361963272094727,4.178428649902344,3.783172369003296,2.9361963272094727,3.9808034896850586,4.178428649902344,3.670245409011841,3.190290927886963,3.472614288330078,3.5855472087860107,3.2467544078826904,5.194807052612305,3.5855472087860107,3.783172369003296,3.8114070892333984
model_57,63.26934099197388,-0.3670215606689453,1.044607162475586,-0.5364179611206055,1.8915891647338867,-0.1411616802215576,-0.6493508815765381,0.4234910011291504,0.9316802024841307,0.7622838020324707,1.214003562927246,2.0327508449554443,1.2987017631530762,0.1129329204559326,1.524561643600464,0.7905125617980957,0.8469820022583008,0.6493508815765381,0.6775856018066406,0.08469820022583,0.1411676406860351
model_58,77.04686522483826,3.1055867671966557,7.425183057785034,7.029926776885986,6.832295656204224,2.9926598072052,7.622808218002319,6.945228576660156,6.211179494857788,2.73856520652771,6.295877695083618,6.662899255752564,4.432523250579834,3.6420106887817374,6.126481294631958,6.126481294631958,4.686617851257324,4.856014251708984,5.6182920932769775,5.64652681350708,5.081874132156372
model_59,76.51044726371765,2.2868454456329346,5.64652681350708,4.968947172164917,4.573690891265869,1.6374945640563965,5.251270532608032,4.658389091491699,4.376059770584106,0.1976311206817627,4.799550771713257,3.613775968551636,2.73856520652771,1.2704670429229736,3.2467544078826904,3.8114070892333984,3.6420106887817374,2.230381965637207,2.9644250869750977,3.274989128112793,4.234898090362549
model_60,84.47204828262329,3.557312488555908,7.396948337554932,5.420666933059692,6.324106454849243,3.783172369003296,6.691133975982666,6.211179494857788,6.860530376434326,2.9644250869750977,6.041783094406128,6.126481294631958,6.013548374176025,3.754937648773194,5.166572332382202,5.73122501373291,8.04629921913147,5.6182920932769775,4.827779531478882,6.070017814636231,7.001692056655884
model_61,81.90287947654724,3.5290777683258057,8.949744701385498,8.21569561958313,7.368719577789307,3.0773580074310303,8.610951900482178,7.594579458236694,7.481646537780762,2.9644250869750977,7.509881258010864,7.820439338684082,5.73122501373291,3.133821487426758,7.96160101890564,6.1829447746276855,6.662899255752564,3.670245409011841,7.255786657333374,5.9853196144104,5.928856134414673
model_62,74.67532753944397,1.016378402709961,4.601925611495972,4.9124836921691895,5.053645372390747,1.101076602935791,2.9926598072052,4.093736410140991,5.194807052612305,0.2258658409118652,3.0773580074310303,4.884248971939087,3.472614288330078,1.214003562927246,1.8351256847381592,4.121965169906616,3.274989128112793,2.2021472454071045,2.315080165863037,2.625638246536255,2.00452208518982
model_63,82.52399563789368,4.291361570358276,8.780348300933838,6.521737575531006,6.465274095535278,4.517221450805664,8.80858302116394,6.606435775756836,6.860530376434326,2.9926598072052,8.074533939361572,5.505359172821045,6.098246574401856,3.585541248321533,7.679277658462524,7.171088457107544,6.352341175079346,4.601919651031494,5.759453773498535,7.255786657333374,6.691133975982666
model_64,77.66798138618469,2.173912525177002,5.39243221282959,5.674755573272705,5.47713041305542,2.117443084716797,3.500843048095703,4.940706491470337,4.743081331253052,0.0,3.726702928543091,5.279499292373657,3.783172369003296,1.242232322692871,3.754937648773194,4.178428649902344,3.133821487426758,1.722186803817749,2.0609796047210693,3.1055867671966557,2.90796160697937
model_65,82.46753215789795,2.5127053260803223,5.335968732833862,4.263126850128174,5.279505252838135,2.9644250869750977,5.420666933059692,5.759459733963013,5.533593893051148,1.8068909645080569,4.573684930801392,5.0536394119262695,6.041783094406128,2.4562418460845947,4.037266969680786,5.420666933059692,6.380575895309448,4.037266969680786,4.4889867305755615,4.940712451934815,5.5053651332855225
model_66,85.8272135257721,7.622808218002319,10.841327905654907,11.716538667678831,11.010724306106567,7.255786657333374,10.502541065216064,10.417842864990234,9.853190183639526,6.549966335296631,10.897797346115112,11.603611707687378,11.744773387908936,8.893275260925293,10.86956262588501,10.78486442565918,11.067193746566772,7.933366298675537,11.236584186553957,11.010724306106567,11.236584186553957
